Station Name,day,Avg Solar Radiation,Min Solar Radiation,Max Solar Radiation
Foster Weather Station,10/30/2015,105.79166666666667,0,493
63rd Street Weather Station,08/12/2019,105.66666666666667,0,417
63rd Street Weather Station,01/01/2017,105.65217391304348,4,429
63rd Street Weather Station,05/01/2019,105.625,3,411
Oak Street Weather Station,03/14/2016,105.54166666666667,2,487
63rd Street Weather Station,09/10/2015,105.54166666666667,2,820
63rd Street Weather Station,01/05/2018,105.5,6,432
Oak Street Weather Station,02/01/2018,105.4375,2,500
Oak Street Weather Station,10/13/2020,105.25,-2,595
Oak Street Weather Station,05/09/2017,105.19047619047619,0,560
Oak Street Weather Station,09/03/2021,105.125,-4,782
63rd Street Weather Station,08/15/2018,105.0,0,423
63rd Street Weather Station,03/29/2017,104.95833333333333,4,691
Oak Street Weather Station,10/06/2020,104.875,-3,620
63rd Street Weather Station,06/22/2016,104.875,0,521
63rd Street Weather Station,10/21/2020,104.83333333333333,2,503
63rd Street Weather Station,12/25/2017,104.79166666666667,5,432
Foster Weather Station,09/28/2020,104.79166666666667,0,912
Oak Street Weather Station,08/29/2017,104.69565217391305,-3,500
63rd Street Weather Station,08/28/2015,104.625,1,411
63rd Street Weather Station,10/19/2016,104.625,2,663
Oak Street Weather Station,03/22/2016,104.52380952380952,0,467
63rd Street Weather Station,11/20/2016,104.30434782608695,4,457
63rd Street Weather Station,01/04/2017,104.29166666666667,5,425
63rd Street Weather Station,01/31/2019,104.29166666666667,7,459
Foster Weather Station,10/21/2020,104.20833333333333,0,486
Foster Weather Station,11/18/2020,104.125,2,451
Oak Street Weather Station,09/13/2017,104.0952380952381,-3,706
63rd Street Weather Station,06/07/2021,103.91666666666667,0,415
63rd Street Weather Station,02/09/2019,103.875,5,480
Oak Street Weather Station,04/15/2020,103.8695652173913,2,446
63rd Street Weather Station,01/24/2016,103.78260869565217,4,433
Foster Weather Station,11/20/2020,103.78260869565217,1,585
Foster Weather Station,11/09/2015,103.78260869565217,0,464
Foster Weather Station,12/03/2020,103.75,2,517
63rd Street Weather Station,01/02/2016,103.66666666666667,5,434
Oak Street Weather Station,10/20/2017,103.625,-4,543
Oak Street Weather Station,05/24/2017,103.58333333333333,0,545
63rd Street Weather Station,12/19/2016,103.58333333333333,6,423
63rd Street Weather Station,02/21/2022,103.54166666666667,3,408
Oak Street Weather Station,02/12/2018,103.54166666666667,2,524
63rd Street Weather Station,10/22/2021,103.5,2,707
Oak Street Weather Station,10/10/2020,103.36363636363636,-3,529
63rd Street Weather Station,08/26/2015,103.33333333333333,2,435
Foster Weather Station,03/29/2022,103.33333333333333,1,455
Oak Street Weather Station,04/06/2018,103.30434782608695,1,675
Foster Weather Station,09/03/2021,103.125,2,406
Foster Weather Station,01/16/2016,103.10526315789474,0,455
Foster Weather Station,10/08/2015,103.04545454545455,0,577
63rd Street Weather Station,01/19/2016,103.0,5,432
Foster Weather Station,02/21/2016,102.93333333333334,0,277
63rd Street Weather Station,07/10/2021,102.91666666666667,0,578
Foster Weather Station,02/29/2016,102.83333333333333,0,534
63rd Street Weather Station,11/23/2021,102.82608695652173,3,416
Oak Street Weather Station,10/25/2015,102.81818181818181,0,565
Foster Weather Station,07/16/2015,102.81818181818181,0,386
63rd Street Weather Station,09/10/2020,102.73913043478261,1,571
Oak Street Weather Station,05/04/2017,102.58333333333333,0,421
Oak Street Weather Station,10/13/2017,102.54166666666667,-3,570
Oak Street Weather Station,08/16/2019,102.5,-4,567
63rd Street Weather Station,09/09/2019,102.5,0,451
Oak Street Weather Station,10/09/2021,102.41666666666667,-4,551
63rd Street Weather Station,01/29/2019,102.41666666666667,6,461
Foster Weather Station,01/29/2016,102.33333333333333,0,481
63rd Street Weather Station,05/30/2018,102.29166666666667,0,357
Oak Street Weather Station,08/27/2017,102.28571428571429,-4,567
Oak Street Weather Station,10/08/2016,102.26086956521739,0,623
Foster Weather Station,03/12/2016,102.26086956521739,0,413
Oak Street Weather Station,02/19/2016,102.21739130434783,0,547
63rd Street Weather Station,11/17/2016,102.20833333333333,1,461
63rd Street Weather Station,11/07/2020,102.1304347826087,1,445
63rd Street Weather Station,05/16/2019,102.08333333333333,1,347
Foster Weather Station,11/08/2021,101.91304347826087,1,460
63rd Street Weather Station,12/22/2016,101.875,4,434
Oak Street Weather Station,08/30/2015,101.76190476190476,1,374
63rd Street Weather Station,01/14/2016,101.75,4,501
63rd Street Weather Station,12/08/2017,101.70833333333333,4,432
Foster Weather Station,01/23/2022,101.70833333333333,1,468
63rd Street Weather Station,02/29/2016,101.66666666666667,3,475
Oak Street Weather Station,10/13/2016,101.625,0,619
63rd Street Weather Station,10/28/2020,101.58333333333333,3,457
63rd Street Weather Station,03/28/2017,101.58333333333333,4,365
63rd Street Weather Station,11/13/2020,101.54166666666667,3,447
Oak Street Weather Station,10/26/2015,101.52173913043478,0,489
Foster Weather Station,11/22/2021,101.29166666666667,1,430
63rd Street Weather Station,01/27/2016,101.29166666666667,4,680
Oak Street Weather Station,05/31/2015,101.26086956521739,3,436
Oak Street Weather Station,06/19/2019,101.20833333333333,-2,424
Oak Street Weather Station,02/22/2018,101.1304347826087,0,690
63rd Street Weather Station,04/10/2017,101.08695652173913,0,558
Foster Weather Station,01/19/2016,101.0,0,418
63rd Street Weather Station,12/31/2017,101.0,6,421
Foster Weather Station,02/12/2016,100.95833333333333,0,610
63rd Street Weather Station,10/24/2020,100.95652173913044,3,586
Oak Street Weather Station,06/08/2018,100.875,-2,370
Oak Street Weather Station,10/23/2016,100.85714285714286,-3,524
Foster Weather Station,09/10/2015,100.83333333333333,0,818
Oak Street Weather Station,02/18/2018,100.81818181818181,0,355
Oak Street Weather Station,03/31/2016,100.79166666666667,0,689
Foster Weather Station,11/13/2020,100.79166666666667,2,486
Oak Street Weather Station,10/17/2021,100.75,-2,557
63rd Street Weather Station,08/17/2019,100.73913043478261,0,543
63rd Street Weather Station,04/27/2017,100.66666666666667,2,597
Oak Street Weather Station,02/13/2022,100.625,3,678
Foster Weather Station,01/12/2016,100.625,0,432
Foster Weather Station,02/19/2016,100.6086956521739,0,564
63rd Street Weather Station,11/18/2020,100.41666666666667,3,393
Oak Street Weather Station,02/26/2017,100.4090909090909,0,470
Oak Street Weather Station,10/16/2020,100.33333333333333,0,528
Foster Weather Station,10/09/2015,100.30434782608695,0,484
Oak Street Weather Station,02/20/2017,100.29166666666667,-2,479
63rd Street Weather Station,11/28/2020,100.26086956521739,3,393
Oak Street Weather Station,10/16/2021,100.25,-2,552
Foster Weather Station,11/11/2015,100.19047619047619,0,441
Oak Street Weather Station,02/11/2016,100.16666666666667,4,551
63rd Street Weather Station,09/08/2016,100.08695652173913,0,533
Oak Street Weather Station,08/25/2015,100.04761904761905,1,428
63rd Street Weather Station,10/20/2021,100.04166666666667,0,508
63rd Street Weather Station,08/06/2018,100.0,0,421
63rd Street Weather Station,02/12/2016,99.91666666666667,5,623
Oak Street Weather Station,06/28/2017,99.875,-4,417
63rd Street Weather Station,11/14/2018,99.79166666666667,4,522
63rd Street Weather Station,10/03/2017,99.78260869565217,0,485
Oak Street Weather Station,08/04/2017,99.78260869565217,-3,582
Foster Weather Station,10/02/2021,99.75,2,708
63rd Street Weather Station,09/28/2015,99.66666666666667,0,377
63rd Street Weather Station,11/16/2020,99.5,3,429
Foster Weather Station,11/30/2021,99.5,1,411
63rd Street Weather Station,01/04/2018,99.375,6,434
63rd Street Weather Station,01/21/2017,99.21739130434783,2,468
Foster Weather Station,02/21/2022,99.20833333333333,1,398
63rd Street Weather Station,12/03/2017,99.0909090909091,2,429
63rd Street Weather Station,05/02/2017,99.08333333333333,3,447
Oak Street Weather Station,02/13/2017,99.04166666666667,1,531
Oak Street Weather Station,03/07/2018,99.0,1,709
Oak Street Weather Station,06/17/2015,98.875,0,376
Foster Weather Station,10/31/2021,98.70833333333333,1,582
Foster Weather Station,11/05/2020,98.66666666666667,1,460
Oak Street Weather Station,07/08/2018,98.66666666666667,-5,829
Foster Weather Station,01/07/2022,98.54166666666667,1,415
63rd Street Weather Station,11/14/2016,98.45833333333333,2,443
Oak Street Weather Station,10/25/2017,98.45454545454545,0,662
Foster Weather Station,11/16/2020,98.41666666666667,1,468
Oak Street Weather Station,07/16/2019,98.41666666666667,-5,841
63rd Street Weather Station,12/12/2017,98.41666666666667,4,422
63rd Street Weather Station,09/03/2021,98.25,0,556
63rd Street Weather Station,10/29/2018,98.22727272727273,3,667
Oak Street Weather Station,10/24/2020,98.20833333333333,1,558
63rd Street Weather Station,01/06/2017,98.0,7,431
Oak Street Weather Station,08/09/2016,97.95,-4,634
63rd Street Weather Station,03/05/2017,97.91304347826087,2,439
Foster Weather Station,11/09/2020,97.83333333333333,2,586
Oak Street Weather Station,10/04/2016,97.79166666666667,-3,597
63rd Street Weather Station,01/25/2018,97.73913043478261,3,460
63rd Street Weather Station,02/21/2016,97.6,4,280
63rd Street Weather Station,02/12/2022,97.58333333333333,4,525
Oak Street Weather Station,09/08/2016,97.5,-4,679
63rd Street Weather Station,03/03/2019,97.45833333333333,5,619
63rd Street Weather Station,01/30/2016,97.33333333333333,4,497
Foster Weather Station,10/01/2020,97.29166666666667,0,476
Oak Street Weather Station,08/06/2017,97.28571428571429,-4,374
Oak Street Weather Station,02/18/2017,97.26086956521739,0,553
63rd Street Weather Station,02/14/2022,97.17391304347827,5,499
Foster Weather Station,11/19/2020,97.16666666666667,1,425
Oak Street Weather Station,02/01/2016,97.11764705882354,3,470
63rd Street Weather Station,11/30/2021,97.08333333333333,2,398
63rd Street Weather Station,11/07/2015,97.04347826086956,3,502
Foster Weather Station,10/06/2015,97.04166666666667,0,557
63rd Street Weather Station,12/16/2017,97.0,3,408
Foster Weather Station,10/22/2021,97.0,2,528
Oak Street Weather Station,05/19/2018,97.0,-2,469
Foster Weather Station,08/09/2021,96.95833333333333,0,374
63rd Street Weather Station,02/16/2016,96.91666666666667,4,763
Oak Street Weather Station,10/20/2021,96.875,-4,516
63rd Street Weather Station,08/09/2021,96.70833333333333,0,805
63rd Street Weather Station,07/16/2015,96.65217391304348,1,379
Oak Street Weather Station,04/13/2017,96.65217391304348,0,598
Foster Weather Station,12/04/2015,96.625,0,404
63rd Street Weather Station,12/10/2018,96.625,5,405
63rd Street Weather Station,01/21/2016,96.625,5,460
Foster Weather Station,02/25/2022,96.6086956521739,1,509
63rd Street Weather Station,01/20/2018,96.58333333333333,3,414
Oak Street Weather Station,03/12/2018,96.58333333333333,1,714
Oak Street Weather Station,07/16/2015,96.33333333333333,0,637
63rd Street Weather Station,11/20/2020,96.29166666666667,1,491
Foster Weather Station,01/11/2022,96.29166666666667,1,410
63rd Street Weather Station,10/06/2015,96.26086956521739,2,594
Oak Street Weather Station,10/01/2020,96.16666666666667,0,524
63rd Street Weather Station,03/14/2019,96.16666666666667,2,517
63rd Street Weather Station,01/08/2018,96.08333333333333,4,449
63rd Street Weather Station,12/02/2020,96.0,3,398
Oak Street Weather Station,10/18/2021,95.83333333333333,-3,536
63rd Street Weather Station,04/07/2019,95.83333333333333,1,411
Foster Weather Station,01/18/2016,95.82608695652173,0,450
Foster Weather Station,12/05/2015,95.81818181818181,0,407
Oak Street Weather Station,04/11/2017,95.79166666666667,0,424
63rd Street Weather Station,12/05/2015,95.77272727272727,4,440
Foster Weather Station,11/19/2021,95.70833333333333,1,456
Foster Weather Station,09/26/2020,95.70833333333333,0,317
Oak Street Weather Station,02/15/2022,95.69565217391305,0,441
Foster Weather Station,01/20/2022,95.65217391304348,0,458
Foster Weather Station,01/10/2016,95.54545454545455,0,478
63rd Street Weather Station,08/04/2017,95.52173913043478,1,312
63rd Street Weather Station,11/01/2020,95.5,2,598
Oak Street Weather Station,07/29/2019,95.45833333333333,-5,752
Foster Weather Station,01/03/2022,95.45833333333333,1,406
Foster Weather Station,06/05/2015,95.45,0,349
63rd Street Weather Station,01/07/2022,95.41666666666667,6,404
63rd Street Weather Station,09/18/2018,95.4090909090909,0,587
63rd Street Weather Station,03/07/2019,95.375,5,404
Foster Weather Station,08/28/2015,95.29166666666667,0,500
63rd Street Weather Station,03/08/2019,95.25,5,471
63rd Street Weather Station,01/21/2019,95.20833333333333,6,460
Oak Street Weather Station,03/29/2017,95.17391304347827,1,625
63rd Street Weather Station,03/31/2018,95.1304347826087,3,724
Foster Weather Station,01/09/2022,95.125,0,412
Oak Street Weather Station,02/14/2018,95.125,1,511
Oak Street Weather Station,10/29/2017,95.0909090909091,0,542
Foster Weather Station,08/26/2015,95.08695652173913,0,347
63rd Street Weather Station,08/05/2016,95.04166666666667,0,452
Oak Street Weather Station,08/25/2016,95.0,-4,509
Oak Street Weather Station,08/28/2015,95.0,0,415
63rd Street Weather Station,01/05/2016,94.95652173913044,5,443
Foster Weather Station,03/22/2016,94.91304347826087,0,431
63rd Street Weather Station,09/06/2020,94.875,0,441
Oak Street Weather Station,04/10/2017,94.8695652173913,-3,566
63rd Street Weather Station,01/06/2022,94.83333333333333,6,394
Oak Street Weather Station,02/13/2016,94.79166666666667,4,570
63rd Street Weather Station,03/10/2022,94.79166666666667,4,474
63rd Street Weather Station,09/08/2017,94.73913043478261,1,791
Foster Weather Station,12/04/2020,94.66666666666667,2,397
Oak Street Weather Station,09/27/2020,94.625,-3,432
Oak Street Weather Station,10/23/2021,94.625,0,531
63rd Street Weather Station,03/14/2016,94.5,3,464
Oak Street Weather Station,10/24/2016,94.45833333333333,0,649
63rd Street Weather Station,10/28/2016,94.41666666666667,1,469
Oak Street Weather Station,10/27/2021,94.33333333333333,0,509
63rd Street Weather Station,09/01/2019,94.33333333333333,1,479
Foster Weather Station,10/12/2015,94.26086956521739,0,493
Oak Street Weather Station,07/15/2016,94.125,-3,443
Foster Weather Station,02/25/2016,93.95652173913044,0,606
63rd Street Weather Station,10/10/2020,93.91304347826087,0,551
Oak Street Weather Station,02/14/2017,93.875,0,509
Foster Weather Station,02/04/2022,93.875,0,478
63rd Street Weather Station,01/09/2022,93.83333333333333,4,410
Oak Street Weather Station,02/28/2022,93.70833333333333,0,534
Oak Street Weather Station,07/10/2017,93.625,-5,556
63rd Street Weather Station,12/02/2017,93.5,2,436
Oak Street Weather Station,10/28/2020,93.5,0,471
Foster Weather Station,01/28/2022,93.45833333333333,0,546
63rd Street Weather Station,10/04/2018,93.41666666666667,0,393
63rd Street Weather Station,12/17/2018,93.41666666666667,4,384
63rd Street Weather Station,03/02/2019,93.29166666666667,5,565
63rd Street Weather Station,01/03/2022,93.25,5,394
63rd Street Weather Station,10/31/2017,93.25,3,643
63rd Street Weather Station,01/12/2016,93.08695652173913,5,428
Oak Street Weather Station,03/29/2022,93.04166666666667,1,393
63rd Street Weather Station,02/25/2022,93.04166666666667,4,484
Foster Weather Station,01/02/2016,92.95833333333333,0,402
63rd Street Weather Station,01/03/2019,92.79166666666667,4,384
Oak Street Weather Station,04/21/2018,92.77272727272727,0,341
63rd Street Weather Station,01/05/2019,92.75,3,391
63rd Street Weather Station,01/07/2017,92.70833333333333,6,425
Oak Street Weather Station,02/09/2017,92.70833333333333,2,516
63rd Street Weather Station,04/02/2016,92.65217391304348,3,596
Foster Weather Station,06/07/2021,92.54166666666667,2,338
Oak Street Weather Station,02/15/2017,92.54166666666667,1,385
Oak Street Weather Station,02/04/2016,92.4375,3,512
Oak Street Weather Station,09/30/2015,92.43478260869566,0,746
63rd Street Weather Station,10/31/2021,92.41666666666667,2,633
Oak Street Weather Station,10/19/2016,92.36842105263158,-2,524
Foster Weather Station,01/10/2022,92.26086956521739,1,429
63rd Street Weather Station,04/21/2018,92.21739130434783,4,324
63rd Street Weather Station,03/01/2022,92.20833333333333,3,427
63rd Street Weather Station,12/19/2018,92.20833333333333,3,376
63rd Street Weather Station,12/20/2016,92.16666666666667,5,433
63rd Street Weather Station,08/13/2016,92.16666666666667,0,802
Foster Weather Station,01/06/2022,92.08333333333333,1,405
63rd Street Weather Station,10/09/2018,92.04347826086956,0,556
Foster Weather Station,09/20/2021,92.04166666666667,2,420
Foster Weather Station,11/01/2021,91.91666666666667,1,340
63rd Street Weather Station,05/20/2018,91.86363636363636,2,325
63rd Street Weather Station,02/14/2019,91.83333333333333,5,365
Foster Weather Station,11/13/2015,91.83333333333333,0,490
Oak Street Weather Station,10/11/2020,91.75,-3,480
63rd Street Weather Station,01/10/2022,91.69565217391305,6,418
63rd Street Weather Station,03/23/2016,91.625,3,771
63rd Street Weather Station,01/04/2019,91.625,3,388
63rd Street Weather Station,11/03/2021,91.54166666666667,3,397
63rd Street Weather Station,01/31/2022,91.54166666666667,4,521
Oak Street Weather Station,03/07/2017,91.47826086956522,-3,661
63rd Street Weather Station,12/15/2018,91.33333333333333,4,399
63rd Street Weather Station,11/27/2017,91.33333333333333,2,405
63rd Street Weather Station,12/06/2015,91.30434782608695,3,424
63rd Street Weather Station,01/06/2016,91.27272727272727,4,403
Oak Street Weather Station,10/11/2016,91.25,-3,542
Oak Street Weather Station,09/10/2015,91.21739130434783,1,732
Foster Weather Station,11/19/2015,91.21739130434783,0,438
Oak Street Weather Station,02/18/2022,91.04347826086956,2,513
Foster Weather Station,02/09/2022,90.95833333333333,2,841
Foster Weather Station,03/25/2022,90.95833333333333,0,835
Foster Weather Station,07/15/2021,90.91666666666667,2,428
63rd Street Weather Station,12/09/2015,90.91666666666667,3,407
63rd Street Weather Station,11/23/2020,90.875,3,463
Oak Street Weather Station,10/08/2015,90.76190476190476,-2,552
Foster Weather Station,12/16/2021,90.73913043478261,1,369
63rd Street Weather Station,01/19/2018,90.70833333333333,3,367
63rd Street Weather Station,12/12/2021,90.625,3,382
63rd Street Weather Station,03/29/2022,90.625,4,469
Oak Street Weather Station,07/15/2021,90.41666666666667,-4,694
63rd Street Weather Station,01/16/2022,90.41666666666667,5,427
Oak Street Weather Station,07/27/2020,90.29166666666667,-4,721
63rd Street Weather Station,12/23/2017,90.29166666666667,4,412
63rd Street Weather Station,01/30/2017,90.29166666666667,4,451
Oak Street Weather Station,08/05/2016,90.29166666666667,-5,684
Foster Weather Station,10/19/2020,90.25,0,577
63rd Street Weather Station,01/23/2022,90.21739130434783,5,428
63rd Street Weather Station,12/30/2018,90.20833333333333,4,386
63rd Street Weather Station,02/18/2016,90.20833333333333,4,372
Oak Street Weather Station,09/09/2016,90.05,-3,326
63rd Street Weather Station,09/29/2016,90.0,1,869
Foster Weather Station,12/12/2021,90.0,1,394
Oak Street Weather Station,06/22/2015,89.9090909090909,-3,384
Foster Weather Station,01/21/2016,89.875,0,399
Oak Street Weather Station,04/08/2016,89.85714285714286,2,523
63rd Street Weather Station,12/07/2018,89.69565217391305,5,424
63rd Street Weather Station,11/05/2020,89.625,1,473
63rd Street Weather Station,11/29/2016,89.58333333333333,2,426
Oak Street Weather Station,10/08/2021,89.54166666666667,-4,591
63rd Street Weather Station,03/25/2022,89.5,3,666
Oak Street Weather Station,11/01/2015,89.47826086956522,0,534
63rd Street Weather Station,12/04/2020,89.45833333333333,3,370
63rd Street Weather Station,12/20/2021,89.375,4,374
Oak Street Weather Station,08/15/2016,89.34782608695652,-4,306
63rd Street Weather Station,01/21/2022,89.33333333333333,5,501
63rd Street Weather Station,01/26/2019,89.25,6,436
63rd Street Weather Station,12/03/2020,89.25,3,387
63rd Street Weather Station,01/08/2019,89.25,3,526
63rd Street Weather Station,11/19/2021,89.20833333333333,3,424
63rd Street Weather Station,10/22/2015,89.17391304347827,2,605
Foster Weather Station,01/16/2022,89.16666666666667,0,433
Oak Street Weather Station,03/28/2016,89.16666666666667,1,379
63rd Street Weather Station,10/04/2017,89.1304347826087,0,570
Oak Street Weather Station,03/04/2017,89.08333333333333,1,555
Foster Weather Station,10/15/2020,88.95833333333333,0,429
Foster Weather Station,02/14/2022,88.8695652173913,1,464
Oak Street Weather Station,11/07/2015,88.82608695652173,1,535
63rd Street Weather Station,10/25/2016,88.66666666666667,3,534
Foster Weather Station,01/30/2016,88.625,0,446
63rd Street Weather Station,12/18/2018,88.625,4,374
Oak Street Weather Station,05/18/2020,88.29166666666667,-2,571
Oak Street Weather Station,10/05/2016,88.16666666666667,-4,637
63rd Street Weather Station,11/07/2016,88.13636363636364,2,469
63rd Street Weather Station,03/10/2019,88.13636363636364,4,693
63rd Street Weather Station,12/07/2017,88.125,4,415
Foster Weather Station,12/09/2015,88.0,0,381
63rd Street Weather Station,10/15/2020,87.95833333333333,1,360
63rd Street Weather Station,11/13/2017,87.95833333333333,3,500
Foster Weather Station,11/23/2020,87.83333333333333,2,385
63rd Street Weather Station,03/30/2016,87.70833333333333,2,945
Foster Weather Station,01/05/2016,87.69565217391305,0,393
63rd Street Weather Station,12/04/2015,87.65217391304348,4,435
Foster Weather Station,10/13/2015,87.63636363636364,0,400
Oak Street Weather Station,05/24/2015,87.5909090909091,0,439
63rd Street Weather Station,12/13/2016,87.58333333333333,5,425
63rd Street Weather Station,12/04/2021,87.58333333333333,3,398
63rd Street Weather Station,08/24/2018,87.54166666666667,1,540
63rd Street Weather Station,09/23/2016,87.54166666666667,0,365
63rd Street Weather Station,12/08/2021,87.5,4,443
Oak Street Weather Station,10/18/2016,87.3913043478261,-4,681
63rd Street Weather Station,12/13/2021,87.375,3,376
Foster Weather Station,12/10/2021,87.0625,0,269
Oak Street Weather Station,08/26/2015,87.04347826086956,2,283
63rd Street Weather Station,01/11/2022,87.04347826086956,4,410
Oak Street Weather Station,09/01/2019,86.95833333333333,-3,670
Oak Street Weather Station,10/26/2017,86.95833333333333,-2,499
Foster Weather Station,01/18/2022,86.95833333333333,1,471
63rd Street Weather Station,12/10/2021,86.9375,1,349
Foster Weather Station,02/16/2016,86.91304347826087,0,708
Oak Street Weather Station,02/10/2016,86.91304347826087,4,593
Foster Weather Station,11/01/2020,86.79166666666667,0,535
63rd Street Weather Station,11/16/2021,86.65217391304348,2,422
Oak Street Weather Station,08/20/2015,86.6,0,516
Oak Street Weather Station,04/04/2020,86.58333333333333,0,368
63rd Street Weather Station,12/26/2016,86.58333333333333,3,407
63rd Street Weather Station,12/06/2021,86.54166666666667,4,551
63rd Street Weather Station,10/07/2017,86.375,0,600
Foster Weather Station,03/07/2022,86.375,0,498
63rd Street Weather Station,10/13/2021,86.29166666666667,0,572
63rd Street Weather Station,02/18/2019,86.20833333333333,5,582
Foster Weather Station,01/29/2022,86.04347826086956,0,468
Oak Street Weather Station,05/03/2018,86.0,-3,491
63rd Street Weather Station,04/04/2017,86.0,3,767
63rd Street Weather Station,03/03/2022,85.95833333333333,3,335
63rd Street Weather Station,11/26/2016,85.75,4,483
63rd Street Weather Station,12/30/2017,85.625,5,375
63rd Street Weather Station,07/15/2021,85.58333333333333,0,335
63rd Street Weather Station,11/15/2016,85.5,3,448
Foster Weather Station,08/09/2015,85.3913043478261,0,496
Oak Street Weather Station,09/30/2020,85.375,-2,846
Oak Street Weather Station,07/30/2016,85.375,-3,594
63rd Street Weather Station,12/24/2018,85.33333333333333,5,374
Foster Weather Station,12/13/2021,85.29166666666667,1,387
63rd Street Weather Station,10/22/2020,85.26086956521739,0,434
Oak Street Weather Station,11/04/2016,85.21739130434783,0,506
63rd Street Weather Station,11/21/2021,85.1304347826087,2,464
Oak Street Weather Station,10/19/2021,85.125,-3,511
63rd Street Weather Station,11/24/2015,85.125,4,415
Oak Street Weather Station,06/12/2019,85.125,-4,404
Foster Weather Station,10/13/2021,85.08333333333333,2,560
Oak Street Weather Station,08/30/2016,85.04166666666667,-4,584
Oak Street Weather Station,03/05/2017,85.0,0,344
Foster Weather Station,12/20/2021,84.83333333333333,2,381
63rd Street Weather Station,02/26/2016,84.70833333333333,4,389
Oak Street Weather Station,03/28/2017,84.70833333333333,1,363
63rd Street Weather Station,10/03/2020,84.65217391304348,2,797
Oak Street Weather Station,09/06/2020,84.6086956521739,-5,389
63rd Street Weather Station,05/23/2017,84.58333333333333,1,366
Foster Weather Station,02/05/2016,84.58333333333333,0,530
Oak Street Weather Station,09/28/2015,84.56521739130434,-3,370
Oak Street Weather Station,03/02/2022,84.54166666666667,0,480
Foster Weather Station,11/21/2020,84.41666666666667,2,414
Foster Weather Station,03/15/2016,84.16666666666667,0,441
63rd Street Weather Station,01/26/2018,84.16666666666667,3,446
Foster Weather Station,12/02/2021,83.91666666666667,1,361
Oak Street Weather Station,11/10/2015,83.89473684210526,1,366
Foster Weather Station,02/18/2016,83.875,0,506
63rd Street Weather Station,12/16/2018,83.875,3,392
63rd Street Weather Station,10/26/2021,83.8695652173913,2,524
63rd Street Weather Station,01/20/2019,83.83333333333333,5,494
63rd Street Weather Station,12/20/2017,83.75,3,503
Oak Street Weather Station,09/24/2016,83.72727272727273,-3,392
Foster Weather Station,02/11/2022,83.625,0,754
63rd Street Weather Station,01/17/2016,83.6,7,388
Foster Weather Station,01/14/2016,83.54166666666667,0,465
Oak Street Weather Station,06/15/2015,83.5,0,528
Foster Weather Station,06/25/2021,83.26086956521739,0,686
Foster Weather Station,01/31/2022,83.25,1,449
Oak Street Weather Station,06/13/2019,83.20833333333333,-2,392
63rd Street Weather Station,12/02/2021,83.16666666666667,2,384
Foster Weather Station,06/21/2015,83.15384615384616,0,431
Oak Street Weather Station,11/04/2015,83.08333333333333,-2,471
63rd Street Weather Station,11/19/2020,83.04166666666667,1,340
63rd Street Weather Station,04/26/2016,83.04166666666667,0,318
63rd Street Weather Station,02/08/2016,83.0,4,194
Oak Street Weather Station,02/12/2022,82.95833333333333,1,488
63rd Street Weather Station,12/11/2018,82.95833333333333,4,385
63rd Street Weather Station,11/23/2015,82.95833333333333,4,383
63rd Street Weather Station,11/09/2017,82.95652173913044,3,423
63rd Street Weather Station,12/26/2018,82.91666666666667,3,391
63rd Street Weather Station,09/01/2018,82.86363636363636,0,473
63rd Street Weather Station,05/01/2016,82.73913043478261,4,315
Foster Weather Station,10/03/2021,82.58333333333333,2,429
63rd Street Weather Station,07/19/2020,82.54166666666667,0,507
63rd Street Weather Station,11/02/2018,82.5,3,421
Foster Weather Station,01/22/2022,82.47826086956522,0,448
63rd Street Weather Station,01/13/2019,82.45833333333333,4,538
63rd Street Weather Station,06/26/2021,82.45833333333333,0,754
Oak Street Weather Station,10/30/2020,82.45833333333333,1,533
63rd Street Weather Station,12/25/2015,82.45454545454545,4,429
Foster Weather Station,12/06/2015,82.3913043478261,0,392
63rd Street Weather Station,02/02/2019,82.33333333333333,4,434
Oak Street Weather Station,10/21/2017,82.31818181818181,-4,710
Foster Weather Station,10/21/2015,82.26086956521739,0,512
Oak Street Weather Station,10/14/2015,82.25,0,608
63rd Street Weather Station,11/19/2018,82.21739130434783,4,645
63rd Street Weather Station,12/16/2021,82.125,0,372
63rd Street Weather Station,12/25/2018,82.04166666666667,3,368
63rd Street Weather Station,04/16/2018,82.0,5,366
Foster Weather Station,06/24/2021,81.95652173913044,2,448
63rd Street Weather Station,10/03/2015,81.82608695652173,3,388
Oak Street Weather Station,06/07/2021,81.75,-4,348
63rd Street Weather Station,10/17/2020,81.75,1,563
63rd Street Weather Station,11/03/2017,81.75,3,519
Foster Weather Station,12/20/2015,81.72727272727273,0,399
63rd Street Weather Station,11/11/2015,81.72727272727273,2,467
Oak Street Weather Station,10/30/2015,81.70833333333333,1,526
63rd Street Weather Station,09/10/2016,81.66666666666667,0,573
Oak Street Weather Station,10/31/2020,81.6086956521739,0,501
Oak Street Weather Station,11/05/2016,81.5909090909091,-2,474
Oak Street Weather Station,02/12/2017,81.54545454545455,1,518
63rd Street Weather Station,10/20/2015,81.52173913043478,1,535
Oak Street Weather Station,02/06/2022,81.45833333333333,0,593
Foster Weather Station,11/23/2015,81.41666666666667,0,368
Foster Weather Station,05/24/2015,81.36842105263158,0,359
63rd Street Weather Station,05/07/2019,81.29166666666667,4,360
63rd Street Weather Station,01/07/2016,81.28571428571429,4,373
